1	1
2	1
3	2
4	2
5	5
6	5
7	5
8	5
9	5
10	7
11	8
12	8
13	11
14	11
15	11
16	11
17	11
18	11
19	11
20	11
21	12
22	12
23	13
24	13
25	13
26	13
27	13
28	13
29	13
30	13
31	15
32	15
33	15
34	15
35	15
36	15
37	16
38	16
39	24
40	30
41	53
42	73
43	104
44	174
45	222
46	337
47	451
48	519
49	711
50	1109
51	1561
52	2157
53	2870
54	2968
55	4360
56	6141
57	8914
58	14153
59	19479
60	25818
61	33756
62	43845
63	54108
64	66044
65	84080
66	102254
67	122054
68	141194
69	162690
70	188701
